zlag_obs,Î½_obs
0.037709645283793836,0.17609978897248188
0.03789976679518653,-0.0291745917839748
0.035470495306094384,0.19702730096405788
0.08713532448889894,0.04454578957672001
0.07037401080388682,0.08612540230179565
0.0415590581891657,0.014273901592371525
0.005411506469824588,-0.006320620251180695
0.016787417818648807,0.06653193114169512
0.014445064982211132,0.03217089411001663
0.026098154922123522,0.15428293224323833
0.05720497987959462,0.10637059270131893
0.022858204121343338,0.13313612619427062
0.03642610330571045,0.04070256757339728
0.03845135542539348,0.12519850080989828
-0.02427915441751041,0.1296515691779174
-0.07469882558650977,0.2053845600135918
-0.09893039929074338,0.21045561680178143
-0.09705939702432598,0.059532680225071
-0.05768127412326735,-0.01485039520546429
-0.05946074655769583,-0.07545163924969485
-0.08852218059715508,0.16524483688743452
-0.050566398102548905,0.10909958279199325
-0.004107604145112342,0.08006697170402405
-0.04026949903863756,0.2538274304979359
-0.054682899632394005,0.2868514230724072
-0.057054513573567715,0.06197150604224623
-0.004165267874020601,0.017538844964364905
-0.0057389639862098635,0.00659605182140657
-0.011202014615232325,0.08430131569935824
-0.028688802208046597,0.13287011711928018
-0.008021872919696624,0.00038523770337073326
0.02995499635185983,-0.0009825332409665272
0.009466725229878108,0.06508740600630013
-0.024885642639273196,-0.015001549315001285
0.017317245225145602,-0.13102142149271667
0.009145892850346091,-0.15149503702792202
0.03187743251075339,-0.27919430548121704
0.04863558978334852,-0.08965690015836389
0.05315800621974665,-0.273230567651072
0.060392500007758323,-0.24909114753629452
0.07320180521370313,0.060306465137373005
0.0027020742459826375,0.03939234085262913
-0.010947349748318123,0.06716934561721803
0.006120161098485347,0.09057655965993686
-0.0019465084753810542,-0.03352797517736815
-0.027589882861718255,-0.026802645332362242
-0.007905568737353794,-0.07786349322731342
-0.032146992584036284,0.025206627337312548
-0.005389993254300143,0.15005763752476847
-0.00553570357805661,-0.09270706054155806
0.03511648855067503,-0.06798919987542018
0.020336341497986705,-0.0016761893121446242
0.11799018655885317,0.0880481676041634
0.08694466035259309,0.16702270314955825
0.06592886425642093,0.1285098989567789
0.07487921228744111,0.177817807803132
0.04434966755023542,0.2881120531051798
0.04003130258119253,0.10688957576422434
0.03758970379539499,-0.02633076314255714
0.010642945085987137,-0.11594379546098905
-0.011168811715726236,0.08735361264002822
0.023637659939910512,-0.07163054382865758
0.009985978839762377,-0.001971463106522499
0.02822810160177315,-0.09276109424394378
0.028190051390456303,-0.002608119735029675
0.029422440276945117,0.1620951569993707
0.012983504040386335,0.1138953150388548
-0.011776465550573843,-0.019273793753422794
0.025946610018652488,0.05853661077865104
0.058193699114823395,-0.17479962360969603
0.09923223418569865,-0.022092661962467078
0.12087355935573729,0.060520588675681865
0.08675135537885086,0.07650449638130295
0.1486338897456854,0.07380699835796851
0.11531174904899073,0.042669889143518526
0.10076384293339367,-0.10266394247292257
0.05117705964897769,-0.018444849569476264
0.10548342245094568,-0.127496859689646
0.1057274556715988,-0.032748758458451294
0.08121813938218668,-0.03383879259169177
0.08157585133263809,0.08400006567242341
0.10648043858156389,0.17687009641326723
0.12031434248515341,0.0609089296366074
0.06759660639324301,0.042925757401690995
0.09792511898612305,-0.026037705999432538
0.08958255233554269,-0.11241029948897982
0.07474355804498398,-0.060897750903016384
0.016418530160314273,-0.06210256192184722
0.03359344791943052,-0.11478199368677876
0.02878983346022199,-0.18734468101667626
0.00662848622069505,-0.1336875474923111
-0.0009477977429151198,0.01332206998604267
0.00810994936389489,-0.07026597605899418
-0.005527107466127467,-0.18609080944622997
0.007611156422373549,-0.10813379962504284
0.03689967368768904,0.04182182396905954
0.08705916177414198,0.05611071384310648
0.05299469944949419,-0.12017762832269009
0.08632500487281693,-0.15840663291375215
0.07868139474001833,0.10322142478853054
0.1357952081595745,0.11086928724448383
0.12721799215435742,0.11045684075876064
0.10338755065269263,0.17595071519641786
0.10674619927099675,-0.0599655830389301
0.0616437646663255,0.01245448171017028
0.03500954165095709,-0.052579268043578764
0.06638855453185956,-0.018230514447359666
0.10785359269328924,-0.31480544190594517
0.09815877469749937,-0.23667691961556347
0.0951017758241927,-0.15903722731507924
0.10182708927213312,0.22092500631634074
0.08186573449044436,0.09314054434006644
0.0637270742590153,0.16478321437326843
0.004871682617611842,-0.021915300715622907
-0.03041038824205734,-0.11985253926677247
-0.11285453660148742,-0.09732021024992893
-0.04603338716584507,0.029263572504094115
-0.05616547303380756,-0.12071524677457557
-0.027729226336549215,-0.15212934257035143
-0.027094355711261005,-0.004539970778042551
-0.03887495563369019,0.10181604559617986
-0.028916794286456545,-0.012493206080474543
-0.0052749065169898765,0.0882666321919739
0.014771010683062993,-0.07980560429590236
-0.0014547526366351768,-0.023957545262492486
0.01577923910991591,-0.013573995404329589
0.010307750981657374,0.027240265269428535
0.00902694526413464,0.0831424997752079
0.017704535396348753,0.08555062983451442
-0.006759118319517873,0.13714351641611006
0.0023517476994505287,-0.20334863228008573
-0.03560610463358036,-0.06799461075965085
-0.058884355922890694,0.005589869518925178
-0.0818818465161057,0.18372220030796726
-0.037960419238547025,0.027496499410243694
-0.027714418497086682,0.23241474871539428
0.011474942456712923,0.14657729189182736
0.05291539904496358,-0.039319290004452154
0.011222878591992294,-0.03658813271763233
0.017260223187249457,-0.050398473751451414
0.01992351744720937,0.15350237634352404
0.042725666112234974,-0.06939383910600785
0.04197762102498704,0.08311761500378205
0.05270742553516084,-0.11214335233303305
0.06274230436287169,0.09220856690652486
0.06818956776964713,0.12742254177732043
0.09851546293636153,0.007709579801343784
0.12667265154515767,-0.1010007630533937
0.13400248722979974,-0.13943304173288523
0.10774098524060281,-0.0033196973439179184
0.056383161142474235,0.13180879659548841
0.005494067408689261,0.0592430802672438
-0.0003106059625673301,0.0014945229209518962
0.022809163840939714,-0.2666914688033514
0.013229085880759163,-0.15704910835017769
0.03014890253672967,-0.14894313803418027
0.01904238479365294,-0.14347456526847113
0.024736648147754225,0.004519038262850647
0.018226665358371252,-0.02765721068099297
0.016022970970414194,-0.08718699994416342
0.037283893008941665,-0.20099288652484934
0.06718260460101559,-0.16593784965306807
0.062334939169249315,-0.22896380622463613
0.014317154960238093,-0.16956650007876606
0.009424270013027057,-0.06485159940726587
0.011386405432921534,-0.01844939007935914
0.017138757333747992,0.17505679513382422
0.05767932109151455,0.011369935271438689
0.013845900742117178,-0.052500418542763334
-0.03079731521052327,-0.16500576002047468
-0.015867574430815427,-0.11131305999899094
-0.005874814991068334,-0.19515945367999607
0.0016578872680246882,0.023986970586298922
0.021233035672640278,-0.15739488870114615
0.014920507629886233,-0.24085882500214723
0.011660228466423079,0.028223187339208478
-0.03203155068589472,-0.050934556831420535
-0.03555643458982859,-0.054894305061275905
-0.02819338523508566,0.03754850796629211
-0.0787030970247822,0.040745438687024155
-0.08205937098585625,-0.007430032216885894
-0.08097080350000617,0.12909179004381696
-0.02653310845949746,0.09562315350895442
-0.015904087859404375,0.033485775058006394
-0.01554922034432224,-0.019829911593732524
-0.03629125883301511,-0.047775328950999146
-0.04001731813352083,-0.02430878229586607
0.007231650325648236,0.08151096494738896
0.008563919738497567,0.026507543859160765
0.03017715781063753,0.09943758537763271
0.025918719623986335,0.04364614493426238
0.017306653158228782,0.20697752738165523
0.06310374127976631,0.10490806349433644
0.10610735289346163,0.08668102597469785
0.18309176605843208,-0.03123038674838033
0.14512348649281012,0.06588560494770306
0.15968968303656356,0.2010352643835101
0.0953220524110246,0.29902341900186635
0.03391849646597281,0.29153047121501197
0.00924124539366034,0.31709126880880917
0.021482608134243773,0.30191462955796927
